YEAR,FIPSSTCO,COUNTYNAME,ATTRIBUTES,MEASURE,VALUE
YR_2015,06007,Butte,Payer=Missing,Rate of discharges per 100000 population,†
YR_2015,06007,Butte,Payer=Missing,Mean length of stay days,*
YR_2015,06007,Butte,Payer=Missing,Aggregate number of days in the hospital,*
YR_2015,06007,Butte,Payer=Missing,Number of inpatient days per 100000 population,†
YR_2015,06007,Butte,Payer=Missing,Mean cost per stay $,*
YR_2015,06007,Butte,Payer=Missing,Aggregate costs for all hospital stays $,*
YR_2015,06007,Butte,Payer=Missing,Costs for inpatient stays per capita $,†
YR_2015,06081,San Mateo,San Mateo,Total number of discharges,62161.0000000000
YR_2015,06081,San Mateo,San Mateo,Rate of discharges per 100000 population,8007.5385073189
YR_2015,06081,San Mateo,San Mateo,Mean length of stay days,4.6392916556
YR_2015,06081,San Mateo,San Mateo,Aggregate number of days in the hospital,288383.0086021420
YR_2015,06081,San Mateo,San Mateo,Number of inpatient days per 100000 population,37149.3065786928
YR_2015,06081,San Mateo,San Mateo,Mean cost per stay $,21046.8603202119
YR_2015,06081,San Mateo,San Mateo,Aggregate costs for all hospital stays $,1308293884.3646901000
YR_2015,06081,San Mateo,San Mateo,Costs for inpatient stays per capita $,1685.3354447226
YR_2015,06081,San Mateo,Age group=<1,Total number of discharges,10016.0000000000
YR_2015,06081,San Mateo,Age group=<1,Rate of discharges per 100000 population,107145.9135643980
YR_2015,06081,San Mateo,Age group=<1,Mean length of stay days,3.4379992013
YR_2015,06081,San Mateo,Age group=<1,Aggregate number of days in the hospital,34435.0000000000
YR_2015,06081,San Mateo,Age group=<1,Number of inpatient days per 100000 population,368367.5652545990
YR_2015,06081,San Mateo,Age group=<1,Mean cost per stay $,9341.4751414347
YR_2015,06081,San Mateo,Age group=<1,Aggregate costs for all hospital stays $,93564215.0166101010
YR_2015,06081,San Mateo,Age group=<1,Costs for inpatient stays per capita $,10009.0088806814
YR_2015,06081,San Mateo,Age group=1-17,Total number of discharges,2467.0000000000
YR_2015,06081,San Mateo,Age group=1-17,Rate of discharges per 100000 population,1541.8460903858
YR_2015,06081,San Mateo,Age group=1-17,Mean length of stay days,4.3575192542
YR_2015,06081,San Mateo,Age group=1-17,Aggregate number of days in the hospital,10750.0000000000
YR_2015,06081,San Mateo,Age group=1-17,Number of inpatient days per 100000 population,6718.6240257995
YR_2015,06081,San Mateo,Age group=1-17,Mean cost per stay $,24465.9435141442
YR_2015,06081,San Mateo,Age group=1-17,Aggregate costs for all hospital stays $,60357482.6493937970
YR_2015,06081,San Mateo,Age group=1-17,Costs for inpatient stays per capita $,377.2271935488
YR_2015,06081,San Mateo,Age group=18-44,Total number of discharges,16074.0000000000
YR_2015,06081,San Mateo,Age group=18-44,Rate of discharges per 100000 population,5922.6889022355
YR_2015,06081,San Mateo,Age group=18-44,Mean length of stay days,4.0164880443
YR_2015,06081,San Mateo,Age group=18-44,Aggregate number of days in the hospital,64561.0288238525
YR_2015,06081,San Mateo,Age group=18-44,Number of inpatient days per 100000 population,23788.4091658539
YR_2015,06081,San Mateo,Age group=18-44,Mean cost per stay $,16152.7635668399
YR_2015,06081,San Mateo,Age group=18-44,Aggregate costs for all hospital stays $,259639521.5733850000
YR_2015,06081,San Mateo,Age group=18-44,Costs for inpatient stays per capita $,956.6779351776
YR_2015,06081,San Mateo,Age group=45-64,Total number of discharges,12103.0000000000
YR_2015,06081,San Mateo,Age group=45-64,Rate of discharges per 100000 population,5533.8878042312
YR_2015,06081,San Mateo,Age group=45-64,Mean length of stay days,5.6049675089
YR_2015,06081,San Mateo,Age group=45-64,Aggregate number of days in the hospital,67836.9217605590
YR_2015,06081,San Mateo,Age group=45-64,Number of inpatient days per 100000 population,31017.2613407705
YR_2015,06081,San Mateo,Age group=45-64,Mean cost per stay $,27756.9556975781
YR_2015,06081,San Mateo,Age group=45-64,Aggregate costs for all hospital stays $,335942434.8077870000
YR_2015,06081,San Mateo,Age group=45-64,Costs for inpatient stays per capita $,1536.0387861741
YR_2015,06081,San Mateo,Age group=65-84,Total number of discharges,21487.0000000000
YR_2015,06081,San Mateo,Age group=65-84,Rate of discharges per 100000 population,18392.3099310085
YR_2015,06081,San Mateo,Age group=65-84,Mean length of stay days,5.1523871950
YR_2015,06081,San Mateo,Age group=65-84,Aggregate number of days in the hospital,110709.3436584470
YR_2015,06081,San Mateo,Age group=65-84,Number of inpatient days per 100000 population,94764.3021745564
YR_2015,06081,San Mateo,Age group=65-84,Mean cost per stay $,25989.9863762558
YR_2015,06081,San Mateo,Age group=65-84,Aggregate costs for all hospital stays $,558446837.2666089500
YR_2015,06081,San Mateo,Age group=65-84,Costs for inpatient stays per capita $,4780.1588453479
YR_2015,06081,San Mateo,Age group=Missing,Total number of discharges,14.0000000000
YR_2015,06081,San Mateo,Age group=Missing,Rate of discharges per 100000 population,†
YR_2015,06081,San Mateo,Age group=Missing,Mean length of stay days,6.4795970917
YR_2015,06081,San Mateo,Age group=Missing,Aggregate number of days in the hospital,90.7143592834
YR_2015,06081,San Mateo,Age group=Missing,Number of inpatient days per 100000 population,†
YR_2015,06081,San Mateo,Age group=Missing,Mean cost per stay $,24528.0750646635
YR_2015,06081,San Mateo,Age group=Missing,Aggregate costs for all hospital stays $,343393.0509052890
YR_2015,06081,San Mateo,Age group=Missing,Costs for inpatient stays per capita $,†
YR_2015,06081,San Mateo,Sex=Male,Total number of discharges,26159.0000000000
YR_2015,06081,San Mateo,Sex=Male,Rate of discharges per 100000 population,6846.4002680039
YR_2015,06081,San Mateo,Sex=Male,Mean length of stay days,5.1496284157
YR_2015,06081,San Mateo,Sex=Male,Aggregate number of days in the hospital,134709.1297264090
YR_2015,06081,San Mateo,Sex=Male,Number of inpatient days per 100000 population,35256.4173653986
YR_2015,06081,San Mateo,Sex=Male,Mean cost per stay $,24253.8438750278
YR_2015,06081,San Mateo,Sex=Male,Aggregate costs for all hospital stays $,634456301.9268519900
YR_2015,06081,San Mateo,Sex=Male,Costs for inpatient stays per capita $,1660.5152320612
YR_2015,06081,San Mateo,Sex=Female,Total number of discharges,35986.0000000000
YR_2015,06081,San Mateo,Sex=Female,Rate of discharges per 100000 population,9128.9380690365
YR_2015,06081,San Mateo,Sex=Female,Mean length of stay days,4.2654054042
YR_2015,06081,San Mateo,Sex=Female,Aggregate number of days in the hospital,153494.8788757320
YR_2015,06081,San Mateo,Sex=Female,Number of inpatient days per 100000 population,38938.6217743241
YR_2015,06081,San Mateo,Sex=Female,Mean cost per stay $,18679.8744686762
YR_2015,06081,San Mateo,Sex=Female,Aggregate costs for all hospital stays $,672213962.6297810100
YR_2015,06081,San Mateo,Sex=Female,Costs for inpatient stays per capita $,1705.2741716192
YR_2015,06081,San Mateo,Sex=Missing,Total number of discharges,16.0000000000
YR_2015,06081,San Mateo,Sex=Missing,Rate of discharges per 100000 population,†
YR_2015,06081,San Mateo,Sex=Missing,Mean length of stay days,11.1875000000
YR_2015,06081,San Mateo,Sex=Missing,Aggregate number of days in the hospital,179.0000000000
YR_2015,06081,San Mateo,Sex=Missing,Number of inpatient days per 100000 population,†
YR_2015,06081,San Mateo,Sex=Missing,Mean cost per stay $,101476.2380035810
YR_2015,06081,San Mateo,Sex=Missing,Aggregate costs for all hospital stays $,1623619.8080572900
YR_2015,06081,San Mateo,Sex=Missing,Costs for inpatient stays per capita $,†
YR_2015,06081,San Mateo,Payer=Medicare,Total number of discharges,21804.0000000000
YR_2015,06081,San Mateo,Payer=Medicare,Rate of discharges per 100000 population,†
YR_2015,06081,San Mateo,Payer=Medicare,Mean length of stay days,5.3081562259
YR_2015,06081,San Mateo,Payer=Medicare,Aggregate number of days in the hospital,115739.0383491510
YR_2015,06081,San Mateo,Payer=Medicare,Number of inpatient days per 100000 population,†
YR_2015,06081,San Mateo,Payer=Medicare,Mean cost per stay $,26000.4363532236
YR_2015,06081,San Mateo,Payer=Medicare,Aggregate costs for all hospital stays $,566913514.2456879600
YR_2015,06081,San Mateo,Payer=Medicare,Costs for inpatient stays per capita $,†
YR_2015,06081,San Mateo,Payer=Medicaid,Total number of discharges,11131.0000000000
YR_2015,06081,San Mateo,Payer=Medicaid,Rate of discharges per 100000 population,†
YR_2015,06081,San Mateo,Payer=Medicaid,Mean length of stay days,5.3390108612
YR_2015,06081,San Mateo,Payer=Medicaid,Aggregate number of days in the hospital,59428.5298957824
YR_2015,06081,San Mateo,Payer=Medicaid,Number of inpatient days per 100000 population,†
YR_2015,06081,San Mateo,Payer=Medicaid,Mean cost per stay $,18982.2847167934
YR_2015,06081,San Mateo,Payer=Medicaid,Aggregate costs for all hospital stays $,211291811.1826280100
YR_2015,06081,San Mateo,Payer=Medicaid,Costs for inpatient stays per capita $,†
YR_2015,06081,San Mateo,Payer=Private insurance,Total number of discharges,25733.0000000000
YR_2015,06081,San Mateo,Payer=Private insurance,Rate of discharges per 100000 population,†
YR_2015,06081,San Mateo,Payer=Private insurance,Mean length of stay days,3.7083789049
YR_2015,06081,San Mateo,Payer=Private insurance,Aggregate number of days in the hospital,95427.7143592834
YR_2015,06081,San Mateo,Payer=Private insurance,Number of inpatient days per 100000 population,†
YR_2015,06081,San Mateo,Payer=Private insurance,Mean cost per stay $,17008.1435101197
YR_2015,06081,San Mateo,Payer=Private insurance,Aggregate costs for all hospital stays $,437670556.9459120000
YR_2015,06081,San Mateo,Payer=Private insurance,Costs for inpatient stays per capita $,†
YR_2015,06081,San Mateo,Payer=Uninsured,Total number of discharges,1080.0000000000
YR_2015,06081,San Mateo,Payer=Uninsured,Rate of discharges per 100000 population,†
YR_2015,06081,San Mateo,Payer=Uninsured,Mean length of stay days,3.7472222222
YR_2015,06081,San Mateo,Payer=Uninsured,Aggregate number of days in the hospital,4047.0000000000
YR_2015,06081,San Mateo,Payer=Uninsured,Number of inpatient days per 100000 population,†
YR_2015,06081,San Mateo,Payer=Uninsured,Mean cost per stay $,17268.6684146617
YR_2015,06081,San Mateo,Payer=Uninsured,Aggregate costs for all hospital stays $,18650161.8878346010
YR_2015,06081,San Mateo,Payer=Uninsured,Costs for inpatient stays per capita $,†
YR_2015,06081,San Mateo,Payer=Other,Total number of discharges,2410.0000000000
YR_2015,06081,San Mateo,Payer=Other,Rate of discharges per 100000 population,†
YR_2015,06081,San Mateo,Payer=Other,Mean length of stay days,5.6978116174
YR_2015,06081,San Mateo,Payer=Other,Aggregate number of days in the hospital,13731.7259979248
YR_2015,06081,San Mateo,Payer=Other,Number of inpatient days per 100000 population,†
YR_2015,06081,San Mateo,Payer=Other,Mean cost per stay $,30581.3031350816
YR_2015,06081,San Mateo,Payer=Other,Aggregate costs for all hospital stays $,73700940.5555468050
YR_2015,06081,San Mateo,Payer=Other,Costs for inpatient stays per capita $,†
YR_2015,06081,San Mateo,Payer=Missing,Total number of discharges,*
YR_2015,06081,San Mateo,Payer=Missing,Rate of discharges per 100000 population,†
YR_2015,06081,San Mateo,Payer=Missing,Mean length of stay days,*
YR_2015,06081,San Mateo,Payer=Missing,Aggregate number of days in the hospital,*
YR_2015,06081,San Mateo,Payer=Missing,Number of inpatient days per 100000 population,†
YR_2015,06081,San Mateo,Payer=Missing,Mean cost per stay $,*
YR_2015,06081,San Mateo,Payer=Missing,Aggregate costs for all hospital stays $,*
YR_2015,06081,San Mateo,Payer=Missing,Costs for inpatient stays per capita $,†
YR_2015,06087,Santa Cruz,Santa Cruz,Total number of discharges,22366.0000000000
YR_2015,06087,Santa Cruz,Santa Cruz,Rate of discharges per 100000 population,7647.0447450928
YR_2015,06087,Santa Cruz,Santa Cruz,Mean length of stay days,4.5029956183
YR_2015,06087,Santa Cruz,Santa Cruz,Aggregate number of days in the hospital,100714.0000000000
YR_2015,06087,Santa Cruz,Santa Cruz,Number of inpatient days per 100000 population,34434.6089804738
YR_2015,06087,Santa Cruz,Santa Cruz,Mean cost per stay $,21094.9486919113
YR_2015,06087,Santa Cruz,Santa Cruz,Aggregate costs for all hospital stays $,471809622.4432889800
YR_2015,06087,Santa Cruz,Santa Cruz,Costs for inpatient stays per capita $,1613.1401654248
YR_2015,06087,Santa Cruz,Age group=<1,Total number of discharges,3159.0000000000
YR_2015,06087,Santa Cruz,Age group=<1,Rate of discharges per 100000 population,94411.2372982665
YR_2015,06087,Santa Cruz,Age group=<1,Mean length of stay days,3.6581196581
YR_2015,06087,Santa Cruz,Age group=<1,Aggregate number of days in the hospital,11556.0000000000
YR_2015,06087,Santa Cruz,Age group=<1,Number of inpatient days per 100000 population,345367.6031081880
YR_2015,06087,Santa Cruz,Age group=<1,Mean cost per stay $,12616.3957655871
YR_2015,06087,Santa Cruz,Age group=<1,Aggregate costs for all hospital stays $,39855194.2234895970
YR_2015,06087,Santa Cruz,Age group=<1,Costs for inpatient stays per capita $,11911.2953447369
YR_2015,06087,Santa Cruz,Age group=1-17,Total number of discharges,859.0000000000
YR_2015,06087,Santa Cruz,Age group=1-17,Rate of discharges per 100000 population,1472.7313251153
YR_2015,06087,Santa Cruz,Age group=1-17,Mean length of stay days,3.7077997672
YR_2015,06087,Santa Cruz,Age group=1-17,Aggregate number of days in the hospital,3185.0000000000
YR_2015,06087,Santa Cruz,Age group=1-17,Number of inpatient days per 100000 population,5460.5928643681
YR_2015,06087,Santa Cruz,Age group=1-17,Mean cost per stay $,23327.3657070252
YR_2015,06087,Santa Cruz,Age group=1-17,Aggregate costs for all hospital stays $,20038207.1423345990
YR_2015,06087,Santa Cruz,Age group=1-17,Costs for inpatient stays per capita $,343.5494220916
YR_2015,06087,Santa Cruz,Age group=18-44,Total number of discharges,5735.0000000000
YR_2015,06087,Santa Cruz,Age group=18-44,Rate of discharges per 100000 population,5112.6385137243
YR_2015,06087,Santa Cruz,Age group=18-44,Mean length of stay days,3.9443766347
YR_2015,06087,Santa Cruz,Age group=18-44,Aggregate number of days in the hospital,22621.0000000000
YR_2015,06087,Santa Cruz,Age group=18-44,Number of inpatient days per 100000 population,20166.1718951975
YR_2015,06087,Santa Cruz,Age group=18-44,Mean cost per stay $,16047.5104478102
YR_2015,06087,Santa Cruz,Age group=18-44,Aggregate costs for all hospital stays $,92032472.4181914930
YR_2015,06087,Santa Cruz,Age group=18-44,Costs for inpatient stays per capita $,820.4511996487
YR_2015,06087,Santa Cruz,Age group=45-64,Total number of discharges,5164.0000000000
YR_2015,06087,Santa Cruz,Age group=45-64,Rate of discharges per 100000 population,6503.2050071152
YR_2015,06087,Santa Cruz,Age group=45-64,Mean length of stay days,5.1353601859
YR_2015,06087,Santa Cruz,Age group=45-64,Aggregate number of days in the hospital,26519.0000000000
YR_2015,06087,Santa Cruz,Age group=45-64,Number of inpatient days per 100000 population,33396.3000743007
YR_2015,06087,Santa Cruz,Age group=45-64,Mean cost per stay $,26106.2717427194
YR_2015,06087,Santa Cruz,Age group=45-64,Aggregate costs for all hospital stays $,134812787.2794030000
YR_2015,06087,Santa Cruz,Age group=45-64,Costs for inpatient stays per capita $,1697.7443711436
YR_2015,06087,Santa Cruz,Age group=65-84,Total number of discharges,7445.0000000000
YR_2015,06087,Santa Cruz,Age group=65-84,Rate of discharges per 100000 population,18979.7583235609
YR_2015,06087,Santa Cruz,Age group=65-84,Mean length of stay days,4.9437206179
YR_2015,06087,Santa Cruz,Age group=65-84,Aggregate number of days in the hospital,36806.0000000000
YR_2015,06087,Santa Cruz,Age group=65-84,Number of inpatient days per 100000 population,93830.6225462703
YR_2015,06087,Santa Cruz,Age group=65-84,Mean cost per stay $,24839.6696935736
YR_2015,06087,Santa Cruz,Age group=65-84,Aggregate costs for all hospital stays $,184931340.8686560100
